datetime,visitors,page_views
2023-01-01 00:00:00,597.8016099391888,2398.1174226110975
2023-01-01 01:00:00,657.4194930099136,2478.2659420190553
2023-01-01 02:00:00,636.1251316391571,1317.4957502864845
2023-01-01 03:00:00,636.0142322386694,1625.767599092324
2023-01-01 04:00:00,712.8818513248034,1670.8876078600417
2023-01-01 05:00:00,811.3666588413391,2662.506352762535
2023-01-01 06:00:00,729.2134042326641,2728.3212739696073
2023-01-01 07:00:00,690.2845843604762,2442.118928916361
2023-01-01 08:00:00,616.4490779309459,2549.620857920477
2023-01-01 09:00:00,706.3513479928613,2939.6940864786106
2023-01-01 10:00:00,691.5698553029221,2688.012515821032
2023-01-01 11:00:00,591.523069512056,1480.4845518516802
2023-01-01 12:00:00,573.5798621774969,1854.1359294501724
2023-01-01 13:00:00,578.5063936686325,2389.408862154686
2023-01-01 14:00:00,483.9729464538278,1549.7751969436772
2023-01-01 15:00:00,527.3620046357158,1111.3542817357068
2023-01-01 16:00:00,521.1511483075461,1057.7831238988044
2023-01-01 17:00:00,498.4534803959072,1989.5509036282972
2023-01-01 18:00:00,470.82224413111976,978.2196157067248
2023-01-01 19:00:00,517.3485956987744,2355.5303026128317
2023-01-01 20:00:00,461.36800505128576,1787.3799925105657
2023-01-01 21:00:00,480.8225847359121,2139.3038940226684
2023-01-01 22:00:00,446.20969754492864,2077.0635851971692
2023-01-01 23:00:00,587.9354927412587,1755.3312809634967
2023-01-02 00:00:00,968.2390029735839,3439.2829311036417
2023-01-02 01:00:00,1069.0665816910032,4088.4485742781676
2023-01-02 02:00:00,1122.5095614561396,4070.8554084772322
2023-01-02 03:00:00,1146.4345311097786,4369.398080679064
2023-01-02 04:00:00,1074.3156456458546,3909.8603621322486
2023-01-02 05:00:00,1147.5198837247965,5706.675622286187
2023-01-02 06:00:00,1225.0319331395872,4062.1030827709305
2023-01-02 07:00:00,1099.0538659341578,3424.50547455912
2023-01-02 08:00:00,1209.8310482572622,4891.522786004734
2023-01-02 09:00:00,1109.1424351689902,3988.246569802196
2023-01-02 10:00:00,1116.7810619260295,5116.841169512201
2023-01-02 11:00:00,1010.6739754698759,4076.4943556004064
2023-01-02 12:00:00,940.9266623790021,2487.7179383227594
2023-01-02 13:00:00,974.5564794886807,3622.5581190107678
2023-01-02 14:00:00,970.3780861557415,4619.7728785526415
2023-01-02 15:00:00,958.271835597087,2104.612060923326
2023-01-02 16:00:00,895.5046095043369,3037.2876117392593
2023-01-02 17:00:00,757.7608281547214,2988.6896169309393
2023-01-02 18:00:00,798.0366713203764,3338.4166296654153
2023-01-02 19:00:00,826.9179233811923,2325.3646399077747
2023-01-02 20:00:00,775.9104097938472,1880.1379974654383
2023-01-02 21:00:00,754.1701130917392,2084.4017813599257
2023-01-02 22:00:00,993.568958012334,2071.3914419065172
2023-01-02 23:00:00,951.1572673353872,3365.8025551555615
2023-01-03 00:00:00,911.7132084239391,3682.8399487499737
2023-01-03 01:00:00,1122.0063503772722,4724.812040009558
2023-01-03 02:00:00,1113.0771392142135,5374.158605944481
2023-01-03 03:00:00,1133.7998434978736,3450.8745137911546
2023-01-03 04:00:00,1186.3997567964561,5167.669787574734
2023-01-03 05:00:00,1186.4462033667319,3254.2630687028377
2023-01-03 06:00:00,1144.9694792097685,5511.02622921999
2023-01-03 07:00:00,1157.9602381071004,3576.337543400614
2023-01-03 08:00:00,1100.3314729512067,4752.502470044518
2023-01-03 09:00:00,1157.0409631986295,4284.153895781283
2023-01-03 10:00:00,1113.5658318709948,3685.708009897742
2023-01-03 11:00:00,1142.6112515722334,3286.1069006727926
2023-01-03 12:00:00,1043.4653330510705,3424.1421842724103
2023-01-03 13:00:00,912.9180249208782,4059.188658593231
2023-01-03 14:00:00,934.4325063970773,3177.120969150214
